date,Neil deGrasse Tyson,Cristiano Ronaldo,isPartial,Earl K. Sneed,Donald Trump,George H.W. Bush,Justin Caldbeck,Borris Miles,Dan Johnson,Ed Murray,Bobby Scott,Hadrian Belove,Shadie Elnashai,T. Florian Jaeger,Corey Lewandowski,Cristina Garcia,Tony Cárdenas,Corey Coleman,David Marchant,Tom Frieden,David Keyes,Eric Bauman,Travis Kalanick,Dave McClure,Roman Polanski,Chris Sacca,Harold Ford Jr.,Bob Weinstein,Chris Savino,Cliff Hite,Lars von Trier,Andy Rubin,Bill O'Reilly,Scott Courtney,Tyler Grasham,Sean Hannity,James Toback,Terry Richardson,Caleb Jennings,Ethan Kath,Leon Wieseltier,Steve Jurvetson,Erick Guerrero,Eric Bolling,Knight Landesman,Ken Baker,Charles Payne,Rick Najera,Kirt Webster,Harry Knowles,Hamilton Fish,David Corn,Kaj Larsen,Ira Silverstein,John Hockenberry,Paul Whalen,Todd F. Heatherton,William M. Kelley,Adrian Carrasquillo,Dustin Hoffman,Jeff Hoover,Robert Moore,Ryan Seacrest,David Guillod,Kendall Fells,Alex Jones,Adam Venit,Howie Rubin,Jack Latvala,Michael Hafford,Tom Brokaw,Christian Rodriguez,Don Shooter,Dwayne Duron Marshall,Benjamin Genocchio,Dan Schoen,Jeffrey Tambor,Kimberly Guilfoyle,André Balazs,Jesse Lacey,Louis C.K.,Matthew Weiner,Roy Moore,"Robert ""R."" Kelly",Tony Cornish,Tony Mendoza,Nelly,Ben Affleck,Calvin Smyre,Eddie Berganza,Gary Goddard,Oliver Stone,Jann Wenner,Jim DeCesare,Larry Nassar,Michael Meredith,David Blaine,Nick Carter,Mark Schwahn,Peter Aalbæk Jensen,Tom Sizemore,Vince Ingenito,Andy Henry,Robert Knepper,Jeff Kruse,Steven Seagal,George Takei,Richard Dreyfuss,Wes Goodman,Ron Jeremy,David Sweeney,Matt Zimmerman,Randy Baumgardner,Stephen Bittel,Sylvester Stallone,Melanie Martinez,Murray Miller,Jon Heely,Stan Lee,Aziz Ansari,Bruce Weber,Raul Bocanegra,John Lasseter,Jean-Claude Arnault,Matt Lauer,Garrison Keillor,Michael Douglas,David Copperfield,Geoffrey Rush,Israel Horovitz,Justin Huff,Scott Baio,Daniel Handler,Josh Zepnick,Allison Mack,Dean Westlake,James Levine,Bryan Singer,Matt Dababneh,Peter Martins,Boyd Tinsley,Sam Isaly,Luc Besson,Carlos Uresti,Dylan Howard,Jonathan Schwartz,Leonard Lopate,Lorin Stein,Matt Manweller,Chris Hardwick,Joe Alexander,Trent Franks,Alex Kozinski,Michael Weatherly,Frankie Shaw,Morgan Freeman,Jonathan Kaiman,Jay Asher,Jim Walsh,Mario Batali,James Dashner,Patrick Witty,Tom Ashbrook,Ben Vereen,David Diaz,Ken Friedman,Tavis Smiley,Brad Kern,Rhys James,Mike Germano,Andrea Ramsey,James Rosen,Jerry Richardson,Max Ogden,Stephen Henderson,Daylin Leach,Morgan Spurlock,Chuck Close,Don Hazen,Dustin Marshall,Marcelo Gomes,Ike Taylor,Heath Evans,Andrew Creighton,Ryan Lizza,Marshall Faulk,Eric Davis,Charlie Hallowell,H. Brandt Ayers,Dan Harmon,Albert Schultz,Donovan McNabb,Steve Butts,Andy Savage,Ruben Kihuen,Kevin Braun,Shervin Pishevar,Jeremy Tooker,Russell Simmons,Cameron Mitchell,Jeffrey Klein,James Franco,William G. Jacoby,Jason Mojica,Danny Masterson,Joel Kramer,Mario Testino,Brett Ratner,Ross Levinsohn,Patrick Meehan,Gordon Edelstein,Jeremy Piven,Barry Lubin,John Kenneally,Alexander Jones,Matt Mondanile,Zach Fansler,Burns Strider,Andy Signore,Dillon Bates,Charlie Walk,Dayan Candappa,John Copley,John Conyers Jr.,Jeff Franklin,Lawrence M. Krauss,Paul Marciano,Joseph M. Souki,Vincent Cirrincione,Bradley Garner,Daniel Zwerdling,Alec Klein,Javier Palomarez,Paul Shapiro,Ed Crane,Sean Hutchison,Wayne Pacelle,Steve Wynn,Eric Greitens,Andre Passos,David Bellemere,Greg Kadel,Karl Templer,Patrick Demarchelier,Seth Sabal,Nicholas Kettle,Paul Haggis,Terdema Ussery,T.J. Miller,Eric Weinberger,Michael Feinberg,Philip Berk,David Sawyer,John Moore,Jorge Domínguez,Jorge I. Domínguez,Blake Farenthold,Duane Hall,Johnny Iuzzini,Tony Tooke,Sherman Alexie,Angel Arce,Richard Meier,Michael Ferro,Michael W. Ferro Jr.,Mike Isabella,Robert Reece,Bill Hybels,Nicholas Nixon,William D. Strampel,Keith Raniere,John Kricfalusi,Benjamin Sparks,Benton Strong,Glenn Thrush,Justin Parish,Charlie Rose,Al Franken,Clay Johnson,Junot Díaz,Nick Miccarelli,Eric Schneiderman,Roy Frumkes,Ameer Vann,Howard Kwait,George Tyndall,Paul Rosenthal,Steve Lebsock,Mohamed Muqtar,Robert Haufrecht,Brian Linder,"Roland G. Fryer, Jr.",Nate Boulton,Andrew Kreisberg,Lou Lang,Ed Westwick,Curt Anderson,Mark Mellor,Francisco J. Ayala,Curtis Hill,Demos Parneros,Antonin Kratochvil,Sam Adams,Rick Day,Bernard Uzan,William Preucil,Michael Oreskes,Mel Watt,Andy Dick,Nick Sauer,Kevin Spacey,Les Moonves,Avital Ronell,Asia Argento,Mark Halperin,Ron Carlson,Gerard Depardieu,Chase Finlay,Steven Wilder Striegel,Leslie Moonves,John Besh,Brett Kavanaugh,Amar Ramasar,Zachary Catazaro,Cody Wilson,Adam Berkowitz,Charles Schwertner,Albert J. Alvarez,Amit Singhal,Robert Scoble,Richard DeVaul,Roy Price,Lockhart Steele,Harvey Weinstein
2018-04-01,1,35,False,0,60,1,0,0,3,13,24,0,0,0,3,14,0,1,0,3,3,1,26,0,9,29,1,1,1,0,7,1,10,6,1,12,0,4,0,2,0,6,3,8,0,10,36,0,0,4,20,26,0,0,1,4,0,3,0,9,0,1,8,1,0,10,0,1,0,0,4,6,2,0,0,0,5,3,0,1,1,0,0,3,0,0,35,23,0,0,1,29,2,0,1,3,20,8,1,0,7,0,3,14,1,30,4,7,0,51,2,4,5,0,2,10,0,0,0,1,0,0,3,0,1,1,14,21,7,2,1,2,2,0,11,0,3,3,0,3,4,0,15,9,6,2,1,6,1,1,1,0,0,7,3,17,0,12,4,3,1,0,3,23,23,0,1,28,5,0,1,1,3,4,23,0,3,27,4,4,14,1,1,0,2,2,6,6,0,14,1,4,1,2,1,11,4,0,4,34,3,8,0,0,5,0,2,1,0,1,0,6,0,0,2,0,0,0,2,0,5,0,27,0,6,0,4,0,0,1,0,7,2,54,3,1,0,5,3,0,11,3,3,13,0,1,4,0,8,0,0,2,2,18,0,0,56,1,2,0,18,3,19,3,0,37,13,13,2,0,12,4,25,1,0,1,1,0,0,4,3,1,0,2,0,0,3,1,0,0,8,0,2,1,0,8,0,12,0,9,1,1,39,12,0,2,0,1,11,0,1,0,0,0,0,0,18,0,0,0,2,0,0,1,2,0,1,0,9,0,0,12,0,1
2018-04-08,1,20,False,0,79,1,0,0,4,6,26,0,0,0,1,14,0,2,0,1,5,0,20,0,9,37,0,1,1,0,6,0,7,6,0,16,1,3,0,1,0,11,3,8,0,11,25,0,0,3,18,35,4,0,0,4,0,0,0,7,0,1,11,0,0,13,0,2,0,0,2,9,1,0,0,0,5,2,0,1,1,0,0,0,2,0,34,19,0,0,0,27,1,0,1,4,21,8,0,0,7,1,6,17,1,29,4,4,0,58,2,3,0,0,1,5,0,0,1,1,0,0,2,0,0,1,11,29,19,1,1,2,1,0,4,0,2,2,0,2,3,0,19,7,6,4,2,3,2,1,0,0,0,6,2,8,0,12,3,2,1,0,5,16,25,0,1,5,7,0,1,1,2,4,15,0,4,28,4,3,19,1,2,0,1,2,4,2,0,8,0,6,0,2,0,28,2,0,5,29,1,7,0,0,4,0,2,1,1,1,0,4,0,1,2,0,1,1,2,0,5,0,33,0,7,1,4,0,0,1,0,12,0,57,3,1,3,4,35,0,17,3,61,12,0,1,2,0,34,0,1,1,1,18,0,0,6,2,3,0,18,1,17,2,0,15,4,73,2,0,7,2,3,1,0,0,1,0,0,100,3,1,0,1,0,0,4,2,0,0,0,0,2,0,0,4,0,0,0,8,1,3,35,9,1,0,0,1,14,0,2,0,0,1,0,0,16,0,0,0,2,0,0,0,2,0,1,0,3,1,1,10,0,1
2018-04-15,1,13,False,0,67,11,0,0,7,12,34,0,0,0,2,16,0,1,1,0,3,1,17,0,10,31,1,1,1,0,12,0,7,7,0,100,0,3,0,1,1,4,5,9,0,18,36,0,0,2,22,30,2,0,1,4,0,0,0,7,0,1,10,1,0,22,0,0,1,0,4,9,2,0,0,0,4,4,0,1,0,0,0,2,0,0,34,16,0,0,1,35,1,0,1,2,35,9,1,0,4,1,5,13,0,27,5,5,6,62,1,5,0,0,1,4,0,0,0,1,0,0,2,0,0,1,12,100,9,2,1,2,1,0,69,0,2,4,0,2,3,0,15,7,7,2,1,4,1,1,1,1,0,7,2,9,0,14,1,3,1,0,2,10,25,0,1,6,13,0,1,1,1,5,15,0,3,32,2,2,17,2,1,1,1,2,5,4,0,7,0,5,0,1,0,10,4,0,3,27,1,7,0,0,4,0,2,1,0,1,0,4,0,1,4,0,0,1,3,0,6,0,33,0,7,1,3,0,0,0,2,12,2,34,2,0,1,4,19,0,9,3,48,10,0,1,3,0,7,1,1,1,1,18,0,0,4,1,1,0,17,1,11,1,0,9,9,27,1,0,79,1,2,3,1,0,1,0,0,23,5,1,0,2,0,1,1,1,1,0,22,0,1,1,1,4,0,0,0,11,0,1,34,11,0,5,0,0,13,0,1,0,0,1,0,0,18,0,0,0,2,0,0,1,2,0,0,0,4,1,0,9,0,1
2018-04-22,1,13,False,0,65,11,0,0,3,15,24,0,0,0,1,17,0,3,1,1,2,0,21,0,10,20,0,1,1,0,9,1,5,7,0,19,0,3,0,2,0,1,4,9,0,17,69,1,0,3,13,34,3,0,1,2,0,0,0,6,0,1,12,1,0,10,0,0,0,0,100,6,2,0,0,0,4,3,0,1,1,0,0,5,7,0,34,16,0,0,0,40,2,0,1,2,100,9,0,0,5,0,6,12,1,30,4,4,1,49,2,1,1,0,1,4,0,0,1,1,0,0,4,0,1,1,10,58,7,1,1,4,1,0,100,0,2,3,0,3,5,0,14,5,5,2,3,1,0,1,0,2,0,5,2,10,0,10,3,2,1,0,3,5,20,0,1,5,8,0,1,2,2,8,17,0,3,33,1,1,17,1,4,0,1,4,5,2,0,8,0,6,1,1,0,6,2,0,5,31,2,6,0,0,4,0,2,1,0,26,0,4,3,0,3,0,0,1,1,0,4,0,28,0,7,1,3,0,0,0,0,5,2,34,5,1,0,4,7,0,6,3,10,12,0,0,2,0,5,1,0,1,1,19,0,0,5,2,0,0,15,3,13,1,0,13,3,27,0,0,100,1,1,30,1,1,1,0,0,5,0,0,0,2,0,0,4,0,1,7,0,0,4,1,1,4,0,6,0,7,0,0,31,8,1,0,0,0,23,0,1,0,0,1,0,0,17,0,0,0,1,0,0,3,2,0,0,0,12,2,1,10,0,1
2018-04-29,1,13,False,0,59,2,0,0,3,14,27,11,0,0,2,14,1,2,0,2,1,0,18,0,49,43,0,2,1,0,8,0,5,7,1,10,0,4,0,2,0,4,3,15,0,15,33,0,0,3,17,36,3,0,1,0,0,0,5,7,0,1,10,0,1,8,0,0,0,0,51,9,1,0,0,0,7,3,0,1,1,0,1,0,2,0,35,16,0,0,0,29,1,0,1,3,60,10,1,0,4,0,5,12,0,28,4,6,0,49,2,3,4,0,1,4,0,0,1,2,0,0,3,0,0,1,12,31,7,1,1,2,0,0,20,0,3,3,0,1,5,0,17,3,4,3,1,7,0,3,0,0,0,7,1,8,0,14,4,2,1,0,3,8,22,0,1,4,6,0,1,1,1,5,10,0,3,24,1,1,12,1,3,0,1,3,5,4,0,5,0,5,0,1,1,17,5,0,4,30,2,6,0,0,4,0,2,0,0,2,0,4,1,0,4,0,1,0,2,0,7,0,18,0,12,0,3,0,0,1,0,0,5,39,1,2,1,4,9,0,13,2,10,20,0,0,3,0,6,2,0,1,1,23,0,0,2,1,0,0,18,2,11,2,0,7,4,12,0,0,18,0,1,3,1,1,4,0,0,33,1,0,0,2,0,0,3,1,0,0,0,0,2,1,0,3,0,6,0,7,1,3,29,9,0,0,0,1,13,0,1,0,0,1,0,0,18,0,0,0,1,0,0,0,3,0,1,0,9,1,0,9,0,1
2018-05-06,1,14,False,0,62,3,0,0,2,10,27,0,0,0,1,12,1,2,0,2,4,1,26,0,23,19,0,2,0,0,11,1,5,9,0,7,0,3,0,2,0,6,3,8,0,16,100,0,0,3,19,33,3,0,1,2,0,0,0,6,0,1,7,1,0,8,0,1,0,0,10,7,0,0,0,0,14,64,0,1,1,0,0,5,5,0,35,17,0,0,1,28,4,0,0,2,77,9,0,0,11,0,8,12,0,29,3,7,0,50,2,4,1,0,2,3,0,0,1,1,0,0,2,0,0,1,10,23,6,3,0,2,0,0,9,0,2,3,0,2,5,0,18,3,4,3,1,2,0,1,0,0,0,12,2,7,0,12,3,2,1,0,1,8,25,0,1,6,16,0,0,1,1,5,8,0,3,22,1,1,20,3,3,0,0,3,6,0,0,11,0,4,0,2,0,31,4,0,3,24,2,6,0,0,4,0,2,1,0,2,0,5,3,0,2,0,0,0,1,0,5,0,22,0,12,0,1,0,0,1,0,0,0,32,6,3,1,3,7,0,5,2,3,12,1,0,3,0,6,0,1,1,1,16,0,0,2,3,1,0,17,1,10,2,0,17,1,13,0,0,6,1,1,0,1,0,2,0,0,26,16,100,0,15,0,1,1,1,1,27,0,0,3,0,0,3,0,0,0,10,1,0,29,12,0,0,0,1,8,0,1,0,0,1,0,0,19,0,0,0,2,0,0,3,2,0,0,0,7,1,1,14,0,1
2018-05-13,1,11,False,0,55,2,0,0,2,11,30,0,0,0,2,14,0,2,0,2,7,0,28,0,11,24,1,1,1,0,100,1,6,7,1,7,0,4,0,3,0,10,8,9,0,17,24,0,1,3,14,36,1,0,1,3,0,0,0,6,0,1,14,0,0,9,0,0,0,0,4,11,1,0,6,0,7,17,0,1,1,0,0,2,5,0,34,16,0,0,3,23,2,0,2,2,43,13,1,0,5,0,6,11,0,27,4,8,0,46,2,5,0,0,1,3,0,0,1,1,0,0,5,0,0,1,9,20,6,1,0,2,0,0,8,0,4,6,0,1,100,0,31,3,7,2,1,0,0,1,0,0,0,8,2,7,0,24,3,2,1,0,2,9,24,0,1,84,12,0,0,1,3,4,10,0,3,25,1,3,14,1,2,0,1,3,4,2,0,9,0,4,0,1,0,12,3,0,2,30,2,5,0,0,3,0,2,1,0,2,0,5,1,0,3,0,0,0,1,0,4,0,22,0,9,0,3,0,0,1,2,17,0,41,3,1,2,5,14,0,11,0,7,15,0,0,3,0,10,1,1,1,1,16,0,0,8,1,1,0,11,1,11,3,0,5,1,11,0,3,10,1,1,0,1,0,1,0,0,15,6,6,0,19,1,75,4,0,14,0,8,0,11,1,0,3,0,6,13,9,1,0,27,9,0,2,0,0,13,0,1,0,0,1,0,0,19,0,0,1,1,0,0,1,3,0,0,0,3,2,0,11,0,1
2018-05-20,1,19,False,0,52,1,0,0,2,16,23,0,0,0,1,17,0,2,0,1,2,1,23,0,11,21,1,4,1,0,17,2,5,5,1,6,0,2,0,1,0,9,2,7,0,16,23,0,2,5,21,30,2,0,1,1,0,0,0,9,0,1,13,0,0,10,0,1,0,0,3,11,0,0,0,0,70,7,0,1,1,0,0,0,0,0,35,16,0,0,0,30,1,0,1,3,43,10,1,0,5,0,5,13,1,29,7,10,0,46,2,6,1,0,1,4,0,0,1,2,0,0,3,0,0,1,10,24,5,2,0,3,0,0,6,0,11,3,0,2,45,0,100,3,8,3,1,0,1,2,0,0,0,5,2,100,0,44,3,20,1,0,1,5,25,4,1,16,7,0,0,2,1,3,13,0,3,26,1,2,23,1,1,0,2,2,5,2,0,8,0,4,0,1,0,8,7,0,4,30,3,6,0,0,5,0,3,1,1,1,0,7,0,2,3,0,0,1,1,0,5,0,14,2,8,0,3,0,0,1,0,7,0,21,1,36,1,3,6,0,11,3,42,16,0,0,3,0,8,0,1,1,1,17,0,0,2,1,0,0,13,0,10,0,0,11,2,8,0,0,7,1,2,1,1,0,1,0,0,6,0,2,0,11,0,100,4,0,7,0,8,8,100,1,1,3,0,6,13,9,0,0,29,9,0,0,0,1,8,0,1,0,0,8,0,0,18,0,0,0,2,0,0,1,2,0,1,0,7,2,0,17,0,12
2018-05-27,1,30,False,0,53,3,0,0,2,8,24,0,0,0,1,13,0,1,0,1,3,0,26,0,11,23,1,3,1,0,11,1,6,5,1,5,0,3,0,0,1,18,11,10,0,18,26,0,0,4,17,28,4,0,1,0,0,0,0,7,0,1,6,0,0,9,0,1,0,0,3,10,2,0,0,0,25,8,0,1,1,0,0,0,0,0,35,16,0,0,0,29,1,0,0,3,51,12,1,0,5,0,7,12,1,27,6,11,0,50,1,3,0,0,1,4,0,0,1,2,0,0,4,0,0,0,12,35,5,2,0,2,0,0,11,0,5,4,0,2,19,0,21,3,4,2,1,1,0,1,0,0,0,5,2,38,0,36,4,8,0,0,1,7,24,1,1,7,6,0,1,1,0,2,16,0,4,20,1,1,20,1,2,0,0,2,6,2,0,11,0,4,0,1,0,8,2,0,6,33,4,6,0,0,5,0,2,1,0,1,0,6,1,0,4,0,0,0,1,0,5,0,16,0,7,0,2,0,0,0,0,2,0,46,3,6,0,3,55,0,47,0,14,10,0,1,3,0,5,0,1,0,2,16,0,0,1,1,1,0,10,1,7,3,0,12,3,7,0,0,17,1,1,0,4,0,1,0,0,4,3,3,0,100,0,31,3,0,0,0,0,0,17,1,5,4,0,12,51,12,0,0,34,10,1,5,0,0,14,0,1,0,0,1,0,0,21,0,0,0,2,0,0,0,1,0,2,0,7,1,0,11,0,3
2018-06-03,1,19,False,0,56,1,0,0,3,16,35,0,0,0,1,17,0,1,0,2,3,3,21,0,9,24,1,1,1,0,10,0,5,6,0,6,0,7,0,0,0,23,4,6,0,17,28,0,1,2,16,56,5,0,0,2,0,0,3,8,0,1,8,0,0,9,0,0,0,0,2,12,0,0,0,0,11,16,0,2,1,0,0,0,5,0,35,16,0,0,0,27,3,0,0,3,34,12,1,0,11,0,5,12,0,23,3,8,0,48,1,4,0,0,1,3,0,0,1,1,0,0,16,0,0,1,11,22,4,1,1,1,0,0,5,0,2,3,0,2,20,0,13,2,5,3,2,0,0,2,0,0,0,5,3,11,0,22,4,4,1,0,1,7,33,0,1,5,10,0,1,5,0,2,24,0,3,21,2,1,24,1,2,1,1,3,5,0,0,9,0,5,0,2,0,6,2,0,5,35,1,6,0,0,6,0,1,0,0,1,0,4,0,0,3,0,0,1,1,0,9,0,18,0,8,0,3,0,0,2,0,7,0,50,4,0,0,2,5,0,11,2,14,20,0,0,3,0,5,0,6,6,1,18,0,0,1,1,1,0,9,1,8,2,0,8,1,7,0,0,7,1,0,1,3,0,1,0,0,8,1,1,0,17,0,12,3,1,0,0,7,0,13,0,1,4,0,12,13,10,0,1,32,9,1,0,1,1,12,0,1,0,0,43,0,0,14,0,0,0,2,0,0,0,4,0,0,0,5,1,0,11,0,2
2018-06-10,0,45,False,0,88,1,0,0,3,9,40,21,11,0,1,11,0,2,0,1,2,1,18,0,10,10,0,1,1,0,7,1,6,6,0,8,0,5,0,1,0,15,4,5,0,25,30,0,1,5,17,29,5,0,1,8,7,5,5,6,0,1,5,1,2,9,0,0,0,0,3,24,3,0,0,0,8,30,0,1,0,0,0,2,0,0,36,17,0,0,0,24,1,0,0,2,33,9,8,0,6,0,7,11,1,26,3,9,0,48,2,2,0,0,2,3,0,0,1,1,0,0,12,0,0,1,12,25,6,0,0,2,0,0,4,0,3,4,0,3,16,0,13,3,7,3,1,0,0,100,0,0,0,6,3,8,0,17,3,3,1,0,1,9,19,1,1,6,13,0,0,2,0,2,9,1,1,19,2,1,21,0,2,0,1,2,6,0,0,8,0,4,0,2,0,17,5,0,4,26,3,6,0,0,16,0,2,0,0,1,0,4,0,0,3,0,0,0,2,0,11,0,24,0,13,1,14,0,0,0,0,7,2,38,2,1,1,2,3,0,11,2,13,12,1,0,3,0,4,0,2,2,1,17,0,0,1,1,0,0,8,1,6,2,0,6,1,6,0,0,4,1,1,0,4,0,1,0,0,1,2,2,0,5,0,21,3,0,1,0,0,0,1,0,0,4,0,12,0,9,0,0,27,10,1,4,0,0,9,0,1,0,1,24,0,0,18,0,0,0,2,0,0,0,2,0,1,0,3,0,0,10,0,1
2018-06-17,0,51,False,0,69,1,0,0,2,11,26,0,0,0,100,10,0,2,0,2,2,1,13,0,7,21,0,2,1,0,8,0,7,8,1,6,0,3,0,1,0,3,5,7,0,12,25,0,0,4,16,38,4,0,0,2,0,0,0,7,0,1,4,0,0,7,0,0,0,0,2,23,1,0,0,0,7,20,0,1,1,0,0,0,0,0,40,16,0,0,0,19,1,0,0,2,36,9,2,0,6,0,4,13,1,25,6,14,0,59,1,5,0,0,2,3,0,0,0,1,0,0,8,0,0,1,12,19,4,0,14,3,0,0,2,0,3,3,0,3,16,0,9,14,5,3,1,1,0,88,1,0,0,8,3,8,0,11,3,2,0,0,1,11,23,0,0,5,10,0,0,1,0,3,10,0,3,21,1,2,24,1,2,0,1,2,9,2,0,8,0,3,0,0,1,31,3,0,5,34,2,6,0,0,32,0,2,2,0,1,0,5,1,0,3,0,1,0,1,0,10,0,18,0,10,0,2,0,0,0,0,0,5,25,2,1,1,2,2,0,13,3,10,11,1,3,2,0,2,0,2,1,1,32,0,0,3,0,1,0,7,1,5,2,0,8,2,5,0,0,2,0,1,0,3,0,1,0,0,3,1,1,0,8,0,5,3,0,0,0,7,0,1,0,0,4,0,6,0,7,0,1,29,10,0,2,0,1,11,0,1,0,0,4,0,0,14,0,0,0,1,0,0,0,3,0,1,0,8,1,0,8,0,1
2018-06-24,0,47,False,0,57,1,0,0,2,11,17,0,0,0,9,12,0,1,0,2,3,1,19,0,9,33,0,1,1,0,6,1,6,7,0,7,0,2,0,0,1,9,2,6,0,8,29,0,0,2,20,32,5,0,0,15,0,0,3,6,0,1,5,1,0,8,8,1,0,0,3,49,2,0,6,0,5,26,0,1,0,0,0,0,0,0,36,13,0,0,0,20,1,0,0,3,36,12,1,0,6,0,6,13,0,22,5,8,0,71,2,2,0,0,2,3,0,0,0,1,0,0,6,0,0,0,16,20,5,0,2,2,0,0,2,0,4,3,0,2,15,0,9,56,7,3,1,1,1,21,1,0,0,8,2,7,0,10,3,2,0,0,2,7,21,0,1,8,13,0,0,1,3,2,15,1,4,20,1,2,14,1,1,0,0,1,8,0,0,6,0,6,0,2,0,29,2,0,8,36,3,5,0,0,17,0,1,1,0,1,0,6,0,0,3,0,0,0,0,0,9,0,24,0,11,1,2,0,0,0,0,10,2,45,2,1,1,2,2,0,3,0,0,5,0,0,2,0,3,0,1,1,1,16,0,0,1,1,0,0,7,1,7,2,0,7,2,6,0,0,2,0,1,0,2,0,1,0,0,4,0,0,0,6,0,8,1,0,0,0,15,0,1,1,0,4,0,12,100,12,1,0,33,7,0,0,0,1,13,0,1,0,0,2,0,0,16,0,0,0,1,1,0,0,2,0,0,0,0,1,0,6,0,1
2018-07-01,0,98,False,0,53,1,0,0,2,10,30,0,0,0,2,9,0,1,0,1,3,1,18,0,9,12,0,1,1,0,7,0,5,7,0,5,0,3,0,0,0,4,5,12,0,18,23,0,0,3,20,36,4,0,1,4,0,0,0,6,0,1,6,2,0,11,2,0,0,0,2,100,2,0,0,0,9,23,0,1,1,0,0,0,2,0,32,15,0,0,0,22,1,0,0,2,35,15,2,0,8,1,5,13,0,23,3,8,1,60,1,3,0,0,2,3,0,0,1,1,0,0,4,0,0,1,16,22,5,1,1,2,0,0,2,0,2,3,0,2,13,0,8,3,4,4,1,1,0,12,0,0,0,8,2,7,0,9,2,2,0,0,1,11,20,0,1,2,9,0,0,0,0,4,12,0,2,15,0,1,24,1,2,0,0,2,4,2,0,6,0,4,0,1,0,32,1,0,4,37,2,6,0,0,10,0,2,1,0,1,0,7,1,0,3,0,0,0,2,0,5,0,33,0,4,0,4,0,0,2,0,2,0,32,1,1,1,2,1,0,8,0,3,17,0,0,3,0,3,1,0,1,1,28,0,0,3,1,1,0,5,1,8,2,0,11,2,7,0,0,2,0,0,2,1,0,1,0,0,6,0,0,0,6,0,8,0,1,0,0,15,8,1,1,0,3,0,0,37,99,54,0,37,7,1,0,0,1,89,0,2,0,1,2,0,0,21,0,0,0,1,1,0,0,2,0,0,0,9,1,0,9,1,1
2018-07-08,0,100,False,0,67,1,0,0,3,14,29,0,0,0,2,15,0,2,0,1,2,0,14,0,15,17,1,1,1,0,6,0,4,8,0,6,0,3,0,1,0,26,4,6,0,12,26,0,1,5,16,68,4,0,1,5,0,0,0,6,0,1,6,1,0,8,1,0,1,0,2,15,1,0,0,0,5,13,0,2,1,0,0,2,5,0,32,18,0,0,0,26,1,0,0,2,33,12,1,0,9,0,8,11,0,25,4,8,1,50,1,7,1,0,1,3,0,0,1,1,0,0,2,0,0,0,17,24,5,2,1,2,0,0,2,0,2,3,0,1,13,0,25,12,5,2,5,2,0,10,0,0,0,7,4,7,0,8,3,2,0,0,1,8,18,0,1,6,13,0,0,1,5,0,12,0,10,20,0,1,21,1,1,0,0,2,4,2,0,7,0,5,0,2,0,32,3,0,6,34,6,6,0,0,9,0,1,1,0,0,0,4,0,0,4,0,0,0,1,0,7,0,11,2,7,0,1,0,0,2,0,5,0,39,3,1,0,2,2,0,8,3,0,10,0,0,3,0,3,0,1,1,1,17,0,0,1,0,2,0,7,1,6,1,0,7,1,6,0,0,3,0,0,1,2,0,1,0,0,1,1,0,0,6,0,2,4,0,1,0,7,0,0,0,1,4,0,0,37,100,7,0,32,8,1,5,0,0,20,0,2,0,0,2,0,0,28,0,0,0,2,34,0,1,13,0,1,0,4,0,1,10,0,1
2018-07-15,1,38,False,0,78,1,0,0,3,9,30,0,0,0,1,11,0,1,0,0,2,1,18,0,10,17,0,1,1,0,7,0,6,8,0,11,0,3,0,1,0,9,5,8,0,13,36,0,0,3,24,54,2,0,0,2,0,6,0,6,0,1,8,1,0,8,0,1,0,0,2,10,1,0,0,0,5,64,0,1,1,0,0,3,10,0,32,17,0,0,0,26,1,0,4,2,33,10,1,0,5,0,5,13,1,31,4,7,0,55,2,3,0,0,1,3,0,0,0,1,0,0,4,0,0,1,19,29,6,0,2,1,0,0,2,0,2,4,0,2,17,0,25,9,10,2,7,1,0,10,0,0,0,7,4,7,0,8,2,2,0,0,2,7,19,0,1,5,14,0,0,1,1,4,13,0,4,18,1,3,19,1,1,0,1,2,5,0,0,6,0,4,0,2,0,78,1,0,3,36,1,7,0,0,7,0,1,0,1,1,0,6,0,0,2,0,0,1,1,0,7,0,34,0,6,1,2,0,0,0,0,2,9,44,1,0,2,2,1,0,11,3,0,9,0,3,2,0,5,0,0,1,1,15,0,0,1,1,0,0,6,1,8,3,0,6,1,5,0,0,2,0,0,3,4,0,1,0,0,0,1,0,0,8,0,4,2,1,0,0,15,0,4,0,0,3,0,0,13,30,3,10,31,15,1,0,0,0,12,0,1,0,0,2,0,0,23,0,0,0,1,1,0,1,10,1,1,0,9,1,0,9,0,1
