id,name,time,gender,is_work_influenced,confirmation_status,work_type,data_source,description,fb_followers,fb_pagelink,is_certified,twitter_name,twitter_pagelink,tweets,twitter_location,twitter_since,twitter_intro,twitter_follows,twitter_followers
21,Benjamin Genocchio,11/8/2017,1,1,1,Arts & Entertainment,NY Times,"Replaced as executive director of the Armory Show, a top international art fair in New York, following accusations from several women of unwelcome touching and inappropriate sexual comments. Mr. Genocchio said he “never intentionally acted in an inappropriate manner” but apologized “to the extent my behavior was perceived as disrespectful.”",FALSE,FALSE,0,Benjamin Genocchio,https://twitter.com/benjamingenocch,42 則推文,Sydney Australia,已加入 2019年11月,"Benjamin Genocchio was born in Sydney AU, the 2nd of 4 boys. Benjamin Genocchio grew up in the Lane Cove area & attended Newington College. ~ Benjamin Genocchio",2,4
22,Dan Schoen,11/8/2017,1,1,0,Politics,NY Times,Resigned after allegations of sexual harassment from multiple women. He denied some allegations while claiming that others were “taken far out of context.”,FALSE,FALSE,0,Daniel Schön,https://twitter.com/DanielSchn2,5 則推文,,已加入 2012年12月,Fußballexperte,33,1
126,Jeffrey Tambor,11/8/2017,1,1,0,Arts & Entertainment,NY Times,Fired from the Amazon show “Transparent” after a fellow cast member and a former assistant accused him of sexual harassment on set. He denied any deliberate harassment.,FALSE,FALSE,0,JeffreyTambor@CBA,https://twitter.com/CBASpeakers,42 則推文,"San Diego, CA",已加入 2013年10月,CBA Inspiring Minds Speaker Series: Jeffrey Tambor: What's Keeping You from Performing Your Life? December 10 6:30 pm http://inspiringmindsspeakers.com,121,37
306,Kimberly Guilfoyle,7/27/2018,2,1,0,Media,Frankie Shaw,"Multiple people have said she showed colleagues photographs of male genitals, discussed sexual matters at work, or was emotionally abusive. She has left Fox News.","747,295",https://www.facebook.com/KimberlyGuilfoyle/,1,Kimberly Guilfoyle,https://twitter.com/kimguilfoyle,"9,713 則推文",New York,已加入 2009年3月,"Mother, Sister, Patriot, Proud American.","2,926",178.2萬
456,André Balazs,11/9/2017,1,0,0,Other,Frankie Shaw,Multiple women have said he groped them.,FALSE,FALSE,0,simonné balázs andre,https://twitter.com/p88821369,0 則推文,,已加入 2013年12月,0,2,1
127,Jesse Lacey,11/9/2017,1,1,0,Arts & Entertainment,NY Times,"Canceled a tour for his band after sexual misconduct accusations from a woman who said he had exploited her when she was a minor. In a general apology for his behavior, Mr. Lacey said that he had not “afforded women the respect, support or honesty that they deserved.”",FALSE,FALSE,0,jesse lacey,https://twitter.com/BNJesseLacey,8 則推文,,已加入 2009年6月,0,28,"7,396"
23,Louis C.K.,11/9/2017,1,1,0,Arts & Entertainment,NY Times,"Lost his production deal with FX after he admitted to multiple instances of sexual misconduct, including masturbating in front of several women. Distribution for a film he wrote and starred in was canceled, and he lost a voice role in “The Secret Life of Pets” franchise. He recently began performing again, unannounced, at comedy clubs in the New York area.",FALSE,FALSE,0,Louis C.K.,https://twitter.com/louisck,"6,014 則推文",,已加入 2010年9月,0,377,21萬
274,Matthew Weiner,11/9/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has reported that he sexually harassed her.,FALSE,FALSE,0,matthew weiner,https://twitter.com/matthewweiner3,8 則推文,,已加入 2013年2月,0,171,4
420,Roy Moore,11/9/2017,1,0,0,Politics,Frankie Shaw,"Multiple women have said he sexually abused or assaulted them, or pursued them sexually or romantically when they were teenagers.",FALSE,FALSE,0,Roy Moore,https://twitter.com/roymoore03,4 則推文,,已加入 2013年7月,mothafuckaaa,48,32
304,"Robert ""R."" Kelly",7/17/2017,1,1,1,Arts & Entertainment,Frankie Shaw,"Multiple people have accused him of controlling the sex lives and even eating habits of women who live in his properties. He was acquitted in 2008 of child pornography charges. His lawyer, publicist, and assistant have quit, and Spotify has stopped promoting his music.",FALSE,FALSE,1,Robert E Kelly,https://twitter.com/Robert_E_Kelly,1.9萬 則推文,"Busan, Korea",已加入 2012年2月,"Professor of Political Science, Pusan Nat'l Univ.; 부산대학교 정치외교학과 교수; Int'l Relations, Koreas, East Asia; Classical Music; Running; that BBC Dad guy (yes, really)",622,9.3萬
24,Tony Cornish,11/9/2017,1,1,1,Politics,NY Times,Resigned after accusations that he propositioned lawmakers and lobbyists for sex. He apologized.,FALSE,FALSE,0,Tony Cornish,https://twitter.com/hsinrocynot,292 則推文,"Birmingham, England",已加入 2011年4月,"Mr Average, Mid life and enjoying it and like my photography.",27,24
25,Tony Mendoza,11/9/2017,1,1,2,Politics,NY Times,Resigned after accusations that he made improper advances toward several women. He denied the accusations. A State Senate investigation found that he “more likely than not” made unwanted advances.,FALSE,FALSE,0,michael anthony mendoza govea,https://twitter.com/MikeGOfficial_,434 則推文,"Katy, TX",已加入 2019年12月,"HTX
 creator of Sessions With MaryJane",96,65
299,Nelly,10/7/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has reported that he sexually assaulted her.,"9,379,429",https://www.facebook.com/nelly/,1,Nelly_Mo,https://twitter.com/Nelly_Mo,1萬 則推文,St. Louis,已加入 2009年3月,"http://smarturl.it/FreakyWithYou New single #FreakyWithYou 
NELLY's OFFICIAL TWITTER...CEO of Nelly Inc, Derrty Ent, NELLYVILLE on BET ...!!!","1,416",381.6萬
298,Ben Affleck,10/10/2017,1,0,0,Arts & Entertainment,Frankie Shaw,Two women have reported that he groped them.,"6,000,363",https://www.facebook.com/benaffleck/,1,Ben Affleck,https://twitter.com/BenAffleck,499 則推文,,已加入 2011年7月,"Actor, Writer, Director & Producer 
@PearlStreet
 Films
@EasternCongo
 Initiative",76,306.2萬
418,Calvin Smyre,11/10/2017,1,0,0,Politics,Frankie Shaw,A woman reported that he sexually assaulted her.,FALSE,FALSE,0,Calvin Smyre,https://twitter.com/CalvinSmyre,27 則推文,"Columbus, GA",已加入 2012年11月,"Proud to serve Columbus, GA, for 47 years in GA General Assembly. Dean of the House, Chair Emeritus of House Democratic Caucus, Democratic Party of GA & NBCSL",107,829
27,Eddie Berganza,11/10/2017,1,1,0,Arts & Entertainment,NY Times,Fired following accusations that he “forcibly kissed and tried to grope colleagues.”,FALSE,FALSE,0,Eddie Berganza,https://twitter.com/berganza_eddie,2 則推文,,已加入 2020年1月,"World Builder, Editor, Writer",5,12
28,Gary Goddard,11/10/2017,1,1,0,Arts & Entertainment,NY Times,Stepped away from his company after accusations that he molested eight former child actors. He denied the accusations. The company was renamed “Legacy | GGE.”,FALSE,FALSE,0,gary goddard,https://twitter.com/bodypopper22,36 則推文,,已加入 2009年10月,0,156,23
297,Oliver Stone,10/12/2017,1,0,0,Arts & Entertainment,Frankie Shaw,"One woman has reported that he groped her, while another said his behavior after a meeting made her uncomfortable.","433,825",https://www.facebook.com/TheOliverStone/,1,Oliver Stone,https://twitter.com/TheOliverStone,"2,099 則推文",Los Angeles,已加入 2012年3月,"Award-winning director, producer, screenwriter. Putin Interviews, Snowden, Savages, Untold History, Platoon, Wall Street, JFK. Chasing the Light available now.",447,17.3萬
348,Jann Wenner,11/10/2017,1,0,0,Media,Frankie Shaw,Multiple people have said he sexually harassed or assaulted them or subjected them to unwanted advances or touching.,FALSE,FALSE,0,Jann Wenner,https://twitter.com/JannWenner10,0 則推文,,已加入 2010年8月,0,0,7
30,Jim DeCesare,11/10/2017,1,1,0,Politics,NY Times,"Replaced as chairman of an economic development committee, after a report that he was one of four state legislators who signed a sexual harassment settlement with a staff member. He said he has “done nothing to be ashamed of.”",FALSE,FALSE,0,James DeCesare,https://twitter.com/18b3801acd7c46e,0 則推文,,已加入 2014年5月,0,0,0
455,Larry Nassar,11/10/2017,1,1,1,Other,Frankie Shaw,"More than 100 women and girls have reported that he sexually assaulted or abused them. He has been sentenced to 40-175 years in prison, in addition to a previous 60-year sentence for child pornography.",FALSE,FALSE,0,Abigail Pesta,https://twitter.com/AbigailPesta,"6,820 則推文",,已加入 2012年1月,"""THE GIRLS is probably the most thorough account of this case"" of Larry Nassar. ""This is a courageous, courageous book."" —Dr. Phil","1,120","2,844"
31,Michael Meredith,11/10/2017,1,1,0,Politics,NY Times,"Replaced as chairman of a local government committee, after a report that he was one of four state legislators who signed a sexual harassment settlement with a staff member.",FALSE,FALSE,0,Michael Meredith,https://twitter.com/Kyrepmeredith,959 則推文,"Brownsville, KY",已加入 2013年4月,"Proud husband and father, banker and Kentucky State Representative for the 19th District (Edmonson County and part of Warren County)",499,"2,600"
291,David Blaine,10/19/2017,1,0,2,Arts & Entertainment,Frankie Shaw,A woman has reported that he raped her. Police are investigating.,FALSE,FALSE,1,David Blaine,https://twitter.com/davidblaine,6 則推文,New York,已加入 2009年3月,0,3,80萬
281,Nick Carter,11/2/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has reported that he sexually assaulted her in 2003. Prosecutors have declined to bring criminal charges because the statute of limitations has expired.,FALSE,FALSE,1,Nick Carter,https://twitter.com/nickcarter,1.6萬 則推文,出生於 1月28日,已加入 2009年3月,"1/5 of the @backstreetboys
video game nerd @popkidnick
New song #80sMovie out now","2,324",67.1萬
128,Mark Schwahn,11/11/2017,1,0,0,Arts & Entertainment,NY Times,Fired from “The Royals” after multiple women accused him of sexual harassment. He did not publicly responded to the accusations.,FALSE,FALSE,0,Lucas Scott,https://twitter.com/IamLucasScott,"9,833 則推文","Tree Hill, North Carolina",已加入 2011年11月,"Do you ever wonder if we make the moments in our lives.. or if the moments in our lives make us? Not associated with OTH, Mark Schwahn or Chad Michael Murray.",49,"5,032"
266,Peter Aalbæk Jensen,11/12/2017,1,0,0,Arts & Entertainment,Frankie Shaw,Multiple women have reported that he groped them or helped create a hostile working environment.,FALSE,FALSE,0,Peter Aalbæk Jensen,https://twitter.com/FilmAalen,8 則推文,,已加入 2013年9月,Ålen. Filmmand. Levemand. Høj cigarføring.,34,238
129,Tom Sizemore,11/13/2017,1,0,1,Arts & Entertainment,NY Times,"Dropped as male lead from a horror film, “The Door,” after a report that he groped an 11-year-old actress on a movie set in 2003. He denied the accusation and was sued by the actress this year.",FALSE,FALSE,0,Tom Sizemore,https://twitter.com/tomsizemore,217 則推文,"Los Angeles, CA",已加入 2017年4月,This is my OFFICIAL Twitter account! DM for any work-related inquieries - https://instagram.com/mrtomsizemore - http://fb.me/mrtomsizemore,272,"1,172"
347,Vince Ingenito,11/13/2017,1,1,0,Media,Frankie Shaw,"A woman has reported that he sexually harassed her and a female co-worker. In March, he said he had been laid off.",FALSE,FALSE,0,vincesays,https://twitter.com/vincesays1,99 則推文,,已加入 2012年7月,0,320,49
130,Andy Henry,11/15/2017,1,1,1,Arts & Entertainment,NY Times,"Fired after it came to light that he had been dismissed from his role as a casting employee on “C.S.I.” in 2008 after several women said that he had urged them to disrobe during auditions. He apologized. After his departure from Nancy Nayor Casting, a new team was assembled there.",FALSE,FALSE,0,Andrew Mark Henry,https://twitter.com/andrewmarkhenry,"3,774 則推文","Washington, DC",已加入 2013年6月,Postdoctoral Fellow @ The American Research Center in Egypt | Late Antiquity/magic/demonology | YouTuber @ Religion For Breakfast,"1,729","5,597"
276,Robert Knepper,11/8/2017,1,0,0,Arts & Entertainment,Frankie Shaw,Multiple women have accused him of sexual assault.,"1,111,617",https://www.facebook.com/robertknepperofficial/,1,robert knepper news,https://twitter.com/robert_knepper,"6,540 則推文",,已加入 2011年3月,http://facebook.com/robertkneppero…. Instagram: robert_knepperofficial,223,8.2萬
33,Jeff Kruse,11/15/2017,1,1,2,Politics,NY Times,Resigned after an independent investigation found that he had sexually harassed and inappropriately touched multiple women. He denied the accusations.,FALSE,FALSE,0,Jeff Kruse,https://twitter.com/jeffkruse27,69 則推文,"Huntley, IL",已加入 2018年2月,0,897,43
272,Steven Seagal,11/9/2017,1,0,0,Arts & Entertainment,Frankie Shaw,Multiple women have reported that he sexually harassed or behaved threateningly toward them.,FALSE,FALSE,1,Steven Seagal,https://twitter.com/sseagalofficial,"1,762 則推文","Scottsdale, AZ",已加入 2009年5月,The official Steven Seagal twitter account. I will tweet fans when I'm not working on movie projects! Thanks for the continued support!,"1,847",10.7萬
271,George Takei,11/10/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A man reported that Takei drugged and groped him. The accuser has since walked back most of the story.,"9,197,937",https://www.facebook.com/georgehtakei/,1,George Takei,https://twitter.com/GeorgeTakei,7萬 則推文,"Broadway - New York, NY",已加入 2011年1月,Sulu from Star Trek. King of the Internet (according to Taco Bell). NYT Bestselling Author. Resistance Fighter. Husband.,966,324.8萬
268,Richard Dreyfuss,11/10/2017,1,0,0,Arts & Entertainment,Frankie Shaw,"A woman has reported that he sexually harassed her over a period of years, once exposing himself to her.","12,256",https://www.facebook.com/richardsdreyfuss,1,Richard Dreyfuss,https://twitter.com/RichardDreyfuss,"1,422 則推文",,已加入 2011年7月,"Academy-Award-winning actor, just an American boy at heart.",277,12.1萬
35,Wes Goodman,11/15/2017,1,1,0,Politics,NY Times,Resigned after acknowledging he engaged in “inappropriate behavior” inside his office. Then further accusations emerged that Mr. Goodman had for years made unwanted sexual advances toward younger men when he worked in Washington and had once groped a college student.,FALSE,FALSE,0,Wes Goodman,https://twitter.com/wesagoodman,0 則推文,,已加入 2016年11月,0,63,1
261,Ron Jeremy,11/15/2017,1,1,0,Arts & Entertainment,Frankie Shaw,"Multiple women have reported that he raped or sexually assaulted them, or subjected them to unwanted touching. He has been dropped from at least two industry events.","139,643",https://www.facebook.com/RealRonJeremy/,1,Ron Jeremy,https://twitter.com/RealRonJeremy,1.6萬 則推文,"Hollywood, Los Angeles",已加入 2011年12月,Legend! Super Star!,"1,420",10.8萬
37,David Sweeney,11/16/2017,1,1,0,Media,NY Times,Left after accusations of sexual harassment from three female colleagues.,"115,117",https://www.facebook.com/Repdavidmcsweeney/,0,David Sweeney,https://twitter.com/lxdesign,"1,361 則推文",Ajax,已加入 2009年4月,"Lighting Designer and AV Tech for CAMH in Toronto. Love amateur boxing (member of the Ajax Boxing Club), and photography!",111,115
345,Matt Zimmerman,11/16/2017,1,1,0,Media,Frankie Shaw,"Multiple people have said he pursued relationships with young women who worked with him, and sent inappropriate text messages. He has been fired.",FALSE,FALSE,0,Matthew Zimmerman,https://twitter.com/Zimmsy,9.7萬 則推文,Let a Smile Be Your Umbrella,已加入 2008年9月,"The measure of a life is a measure of love and respect
So hard to earn, so easily burned
In the fullness of time
A garden to nurture and protect - N. Peart","4,984","3,177"
38,Randy Baumgardner,11/16/2017,1,1,2,Politics,NY Times,Stepped down as chair of the transportation committee after being accused of sexually harassing a former legislative aide. An independent investigation found the claim credible. Mr. Baumgardner denied the accusations. The State Senate voted against expelling him.,FALSE,FALSE,0,Randy Baumgardner,https://twitter.com/Randy4Senate,0 則推文,,已加入 2013年7月,0,0,1
39,Stephen Bittel,11/16/2017,1,1,0,Politics,NY Times,Resigned after six women accused him of sexually inappropriate comments and behavior.,FALSE,FALSE,0,stephen bittel,https://twitter.com/sbittel,0 則推文,,已加入 2009年12月,0,2,8
260,Sylvester Stallone,11/16/2017,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has reported that he and another man sexually assaulted her when she was 16.,"10,591,115",https://www.facebook.com/SylvesterStallone/,1,Sylvester Stallone,https://twitter.com/TheSlyStallone,"2,353 則推文",Los Angeles,已加入 2010年8月,"Actor, writer, director, artist. Instagram: officialslystallone",33,293.7萬
251,Melanie Martinez,12/5/2017,2,0,0,Arts & Entertainment,Frankie Shaw,A woman has said that Martinez raped her.,"3,001,707",https://www.facebook.com/melaniemartinezmusic/,1,Cry Baby,https://twitter.com/MelanieLBBH,175 則推文,,已加入 2012年7月,After School EP Out Now! https://melanie.lnk.to/AfterSchoolTA,24,126萬
259,Murray Miller,11/17/2017,1,0,2,Arts & Entertainment,Frankie Shaw,A woman has reported that he sexually assaulted her when she was 17 years old. Police have launched an investigation.,FALSE,FALSE,0,Murray Miller,https://twitter.com/murraymiller968,1 則推文,,已加入 2013年11月,0,1,0
250,Jon Heely,12/8/2017,1,1,2,Arts & Entertainment,Frankie Shaw,He is accused of sexually abusing two underage girls. He has been charged with three felony counts of child sexual abuse and suspended without pay from Disney.,FALSE,FALSE,1,Jonathan Healy,https://twitter.com/jonathanhealy,2.8萬 則推文,"Cork, and Dublin occasionally",已加入 2009年2月,"Communications Consultant. Broadcaster. Occasional couch squatter on TV. MC/Event facilitator. Board member 
@IMNDA
. Thoughts mostly my own.","2,696",3萬
242,Stan Lee,1/9/2018,1,0,0,Arts & Entertainment,Frankie Shaw,"Multiple nurses have accused Lee of sexually harassing them while they were caring for him, and another woman has alleged that he masturbated in front of her and groped her.",FALSE,FALSE,1,Stan Lee,https://twitter.com/TheRealStanLee,"8,546 則推文",Los Angeles,已加入 2009年8月,"Official Twitter of Stan Lee. Independently powered by POW! Entertainment, honoring Stan Lee's legacy. Shop the new 
@ExcelsiorByStan
 collection.",322,397.3萬
240,Aziz Ansari,1/13/2018,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has said he subjected her to unwanted touching and pressure to have sex during a date.,"958,829",https://www.facebook.com/azizansari/,1,Aziz Ansari,https://twitter.com/azizansari,"7,586 則推文","New York, NY",已加入 2007年6月,Pasta lover. I don't tweet much. My new Netflix series Master of None is now streaming on Netflix. I wrote a book called Modern Romance.,0,"1,035萬"
238,Bruce Weber,1/13/2018,1,0,0,Arts & Entertainment,Frankie Shaw,Multiple men have said he pressured them to pose nude or subjected them to unwanted touching.,"74,241",https://www.facebook.com/BruceWeberPhoto/,1,Bruce Weber,https://twitter.com/coachbruceweber,"1,313 則推文","Manhattan, KS",已加入 2009年5月,Kansas State University Head Basketball Coach,101,4.8萬
42,Raul Bocanegra,11/20/2017,1,1,1,Politics,NY Times,"Resigned after being accused of sexual harassment, including groping, of at least six women. He said he was “not guilty of any such crimes,” though he was “not perfect.”",FALSE,FALSE,0,Raúl Bocanegra,https://twitter.com/raulbok93,"6,570 則推文",,已加入 2010年3月,0,212,98
43,John Lasseter,11/21/2017,1,1,1,Arts & Entertainment,NY Times,Stepped away after accusations of unwanted workplace hugging and other inappropriate touching. He apologized. He has a consulting role until the end of the year.,FALSE,FALSE,0,John Lasseter,https://twitter.com/JohnLasseter5,0 則推文,"Hollywood, Los Angeles",已加入 2019年9月,"American animator, filmmaker, and former chief creative officer of Walt Disney Animation Studios, Pixar and Disneytoon Studios",5,62
257,Jean-Claude Arnault,11/24/2017,1,1,1,Arts & Entertainment,Frankie Shaw,Multiple women have said he raped or sexually harassed them. He was convicted on two counts of rape in Sweden and sentenced to two and a half years in prison. The allegations caused the awarding of the Nobel Prize in Literature to be delayed.,FALSE,FALSE,0,jean-Claude ARNAULT,https://twitter.com/jcarnault,1 則推文,,已加入 2011年1月,0,1,6
44,Matt Lauer,11/27/2017,1,1,1,Media,NY Times,Fired from NBC after being accused of inappropriate sexual behavior toward a fellow staffer. Others also said they were subject to unwanted advances. He apologized but said some of the accusations were untrue.,FALSE,FALSE,0,Matt Lauer,https://twitter.com/mattlauer012,0 則推文,"New York, USA",已加入 2019年11月,News,13,5
134,Garrison Keillor,11/29/2017,1,0,0,Media,NY Times,"Minnesota Public Radio severed ties with him after accusations of inappropriate behavior, later described as “sexually inappropriate incidents.” In April, it returned archived episodes of his programs, “A Prairie Home Companion” and “The Writer’s Almanac,” to its websites. Mr. Keillor recently restarted “The Writer’s Almanac” as a podcast. He denied doing anything wrong.","22,691",https://www.facebook.com/PrairieHomeCompanion/,0,Garrison Keillor,https://twitter.com/g_keillor,"2,374 則推文","Saint Paul, MN",已加入 2013年5月,0,14,2.4萬
236,Michael Douglas,1/18/2018,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has reported that he sexually harassed her and masturbated in front of her.,FALSE,FALSE,1,Mike Douglas,https://twitter.com/MikeDski,1.1萬 則推文,"Whistler, Canada",已加入 2009年4月,Skier and filmmaker at Switchback Entertainment.,490,1.9萬
234,David Copperfield,1/25/2018,1,0,0,Arts & Entertainment,Frankie Shaw,A woman has reported that he drugged and sexually assaulted her when she was 17.,FALSE,FALSE,1,David Copperfield,https://twitter.com/D_Copperfield,1.2萬 則推文,"Las Vegas, NV",已加入 2009年7月,David Copperfield,610,102.6萬
256,Geoffrey Rush,11/30/2017,1,0,0,Arts & Entertainment,Frankie Shaw,Two former co-stars have said he subjected them to unwanted sexual comments and inappropriate behavior.,FALSE,FALSE,0,Admiring Geoff Rush,https://twitter.com/geoffreyrushorg,53 則推文,,已加入 2016年4月,"Official Twitter for the AGR fansite. We are not Geoffrey nor are we affiliated with him, his family or his representatives.",7,23
135,Israel Horovitz,11/30/2017,1,1,1,Arts & Entertainment,NY Times,"Fired after accusations of groping, forcibly kissing and rape. Mr. Horovitz said he recalled events differently but apologized.",FALSE,FALSE,0,Israel Horovitz,https://twitter.com/playsthething,0 則推文,here and there,已加入 2009年6月,writes,70,27
136,Justin Huff,11/30/2017,1,0,0,Arts & Entertainment,NY Times,Fired after accusations of sexual misconduct toward actors.,FALSE,FALSE,0,Justin Huff,https://twitter.com/JustinHuff,1 則推文,,已加入 2009年3月,0,3,245
233,Scott Baio,1/27/2018,1,0,0,Arts & Entertainment,Frankie Shaw,"A woman has reported that Baio sexually abused her when she was a minor, and a man has said Baio sexually harassed him.","421,934",https://www.facebook.com/Scott-Baio-381726605193429/,1,Scott Baio,https://twitter.com/ScottBaio,2.2萬 則推文,"West Valley, CA",已加入 2009年10月,Bugsy Malone-Chachi -Charles-Jack Stewart -Bob Loblaw-Foop-Husband-Dad *I was Falsely accused by a #FakeMeToo #LIAR*Facebook http://instagram.com/realscottbaio/,2萬,59.4萬
223,Daniel Handler,2/21/2018,1,0,0,Arts & Entertainment,Frankie Shaw,Multiple women say he made inappropriate sexual comments in front of and about them.,"23,978",https://www.facebook.com/daniel.handler/,1,Daniel Handler,https://twitter.com/DanielHandler,"4,870 則推文",San Francisco,已加入 2014年5月,"Writer, married to 
@LisaBrownDraws
. Official news and announcements, and very rare personal tweets signed by DH. | 
@lemonysnicket",2,2萬
47,Josh Zepnick,12/1/2017,1,1,0,Politics,NY Times,Refused to resign after two women said he kissed them against their will. He was eventually removed from legislative committee assignments.,FALSE,FALSE,0,Josh Zepnick,https://twitter.com/JoshZepnick,0 則推文,,已加入 2019年8月,0,0,0
217,Allison Mack,4/24/2018,2,0,0,Arts & Entertainment,Frankie Shaw,She has been charged with sex trafficking in connection with allegations that she recruited women to become “slaves” in the group Nxivm.,FALSE,FALSE,1,Allison Mack,https://twitter.com/allisonmack,"6,140 則推文",NYC,已加入 2009年4月,"story-teller, question-asker, music-lover, theatre-goer, movie-obsessor, shakespeare-studier, globe-trotter, food-inhaler, woman of 34 and counting...",510,12.2萬
48,Dean Westlake,12/3/2017,1,1,1,Politics,NY Times,"Resigned after being accused of sexual harassment, including groping, by seven current and former aides. He apologized.",FALSE,FALSE,0,Dean Westlake,https://twitter.com/dean_westlake,18 則推文,"City of London, London",已加入 2017年4月,I was once with a dirty old Cunt called eve,19,1
49,James Levine,12/3/2017,1,1,2,Arts & Entertainment,NY Times,"Fired in March by the Metropolitan Opera, which said that an investigation had “uncovered credible evidence” that he had engaged in sexually abusive and harassing conduct. He is now suing the Met for breach of contract and defamation.",FALSE,FALSE,0,James Levine,https://twitter.com/jameslevine9908,0 則推文,,已加入 2015年9月,0,1,0
57,Bryan Singer,12/4/2017,1,1,0,Arts & Entertainment,NY Times,"Lost his executive producer credit for the TV series “Legion” after a lawsuit alleged that he sexually assaulted a 17-year-old boy in 2003. A representative for Mr. Singer said he categorically denied the allegations. Days before the lawsuit was filed, he was fired as director of the movie “Bohemian Rhapsody.” He will retain a director’s credit for the movie.",FALSE,FALSE,0,Bryan Singer,https://twitter.com/brylog,562 則推文,"Ann Arbor, MI",已加入 2009年3月,"See new tweets 
@basalganglia",42,215
50,Matt Dababneh,12/4/2017,1,1,0,Politics,NY Times,"Resigned after being accused of sexual harassment by two women, including masturbating in front of one of them. He denied the accusations.",FALSE,FALSE,0,Matt Dababneh,https://twitter.com/MattDababneh,"1,462 則推文",The Valley,已加入 2014年2月,Assemblymember representing the West San Fernando Valley (AD-45),796,"2,840"
51,Peter Martins,12/4/2017,1,1,0,Arts & Entertainment,NY Times,Retired after accusations of sexual harassment and physical and verbal abuse by multiple dancers. He denied the allegations and a company investigation did not corroborate the claims.,FALSE,FALSE,0,peter.martins,https://twitter.com/petermartins199,0 則推文,,已加入 2016年3月,0,69,1
214,Boyd Tinsley,5/17/2018,1,1,2,Arts & Entertainment,Frankie Shaw,"A man has sued Tinsley, saying Tinsley subjected him to unwanted touching and masturbated in front of him, among other unwanted behavior, while they were bandmates in Crystal Garden. Tinsley has been fired from the Dave Matthews Band.",FALSE,FALSE,1,Boyd Tinsley,https://twitter.com/bt_dmb,2.9萬 則推文,Charlottesville Va,已加入 2012年6月,"founding member of Dave Matthews Band, member of The Way Back featuring Boyd Tinsley and music producer.",9.5萬,8.7萬
52,Sam Isaly,12/5/2017,1,1,0,Business & Tech,NY Times,"Retired after multiple former employees accused him of sexual harassment, including playing pornography in the workplace. He denied the accusations.",FALSE,FALSE,0,sam isaly,https://twitter.com/isalys45,0 則推文,,已加入 2015年10月,0,33,23
213,Luc Besson,5/19/2018,1,0,2,Arts & Entertainment,Frankie Shaw,"Multiple people have said he raped, sexually assaulted, or sexually harassed them. French police are investigating the rape allegation.","195,815",https://www.facebook.com/LucBessonOfficial/,1,Luc Besson,https://twitter.com/lucbesson,430 則推文,,已加入 2015年5月,Luc in 10 words: cinéma love création kids stubborn dolphins work crêpes loyalty Life.,65,148.2萬
410,Carlos Uresti,12/6/2017,1,0,0,Politics,Frankie Shaw,Two women have reported that he sexually harassed them.,FALSE,FALSE,0,carlos uresti,https://twitter.com/jcuresti24,60 則推文,,已加入 2013年6月,0,100,43
338,Dylan Howard,12/6/2017,1,0,0,Media,Frankie Shaw,Multiple former employees said he sexually harassed women at work.,FALSE,FALSE,0,Dylan Howard,https://twitter.com/dylanhoward22,102 則推文,NY,已加入 2019年11月,6’4 guard co 2023 4.0gpa,71,19
139,Jonathan Schwartz,12/6/2017,1,1,0,Media,NY Times,"After complaints of sexual harassment, the company said he was fired for violating standards “for providing an inclusive, appropriate, and respectful work environment.” Mr. Schwartz denied that he had behaved inappropriately. He now hosts a show on a website, The Jonathan Station.",FALSE,FALSE,0,Jonathan Schwartz,https://twitter.com/OpenJonathan,"3,436 則推文",Western United States,已加入 2007年12月,"I believe healthcare is a human right, and at the core of what it means to be free.",512,1.1萬
55,Leonard Lopate,12/6/2017,1,1,0,Media,NY Times,"After complaints of sexual harassment, the company said he was fired for violating standards “for providing an inclusive, appropriate, and respectful work environment.” Mr. Lopate said he had “never done anything inappropriate on any level.” He now hosts a show on the New York FM station WBAI, which is carried as a podcast by the NPR affiliate Robin Hood Radio.",FALSE,FALSE,0,Leonard Lopate,https://twitter.com/LeonardLopate,0 則推文,,已加入 2017年12月,0,0,65
53,Lorin Stein,12/6/2017,1,1,1,Media,NY Times,"Resigned amid an internal investigation into his conduct with multiple female employees and writers. He also resigned from his at-large editorship at the publishing house Farrar, Straus & Giroux. Mr. Stein apologized and said that he had “blurred the personal and the professional.”",FALSE,FALSE,0,bigappleyankee,https://twitter.com/JoyceLorinstein,"7,531 則推文","England, United Kingdom",已加入 2012年3月,0,31,24
54,Matt Manweller,12/6/2017,1,1,0,Politics,NY Times,"Stripped of ranking committee membership and fired from his Central Washington University professorship after accusations of sexual harassment, which he denied. He is on the general election ballot for November but said he planned to resign if re-elected.",FALSE,FALSE,0,Matt Manweller,https://twitter.com/MattManweller,3 則推文,,已加入 2009年4月,0,5,119
